class	pred
0	 Im not expert about web development but very excited of doing some rest call using the yun as server with a minimal python or node.js server inside the openwrt machine in the yun and expose sensors and actuators to the cloud. Im also worried about security. I dont want the super-shellproof system but just dont want that accidental visitors reads my home temperature or make my garden light switch on when Im out. For instance I have a central unit yun with some logic inside it and few arduino yun that makes reads from sensors and runs actuators around my home. The communication between the central yun and the slaves is happening via REST calls. Im using curl for testing it for instance. Here two questions: Arduino Yun provide a simple user/password account when arduinoname.local/arduino is called. How is it implemented? Lets say Im using node.js to make a super simple web-server what is the best way to prot
0	 I have a form that I have specific PHP validation but took the easy route and used validate.jquery for real time validation. My php strips white spaces and doesnt allow certain characters but when the jquery validates the form will submit. I figured the form would have to validate both before it would process but I ended up with special characters in the name field. Can someone explain? 
0	 I have followed this tutorial on flashing my Arduino R3 to turn it into a USB keyboard but the article doesn\t explain how the hex works it\s just for granted. Where can I learn about how to make my own hex file so that I can learn how to make my Arduino mimic any USB device? 
0	 I have a piece of electronic that controls a motor. It takes power from AC power. Now there is a 10KOhm Potentiometer. The data sheet of this controller says that the control signal is 10Vcc. Here\s the connections diagram in Italian: I\d like to emulate the Potentiometer with Arduino. I\m not sure if PWM will do the job. Any hints? 
0	 I\m trying to control an led attached to my arduino via key presses on my laptop.When i hold down a key the led should light up and when i release the key the led should turn off. While my code works ATM i am wondering why my code will not work if i replace the numbers in my code with text/strings. Processing codeWorking import processing.serial.*;Serial myPort;void setup{ printlnThe available ports are: ; printlnSerial.list; myPort = new SerialthisSerial.list[0]9600; myPort.buffer8; size500 500;}void draw{ ifkeyPressed{ ifkey == \r\ || key == \R\{ myPort.write1; printlnred; } }}void keyReleased{ myPort.write2;printlnreleased;} Arduino CodeWorking int red = 7;void setup{ Serial.begin9600; pinModeredOUTPUT;}void loop{}void serialEvent{ int input = Serial.read; ifinput == 1{ digitalWriteredHIGH; }else ifinput == 2{ digitalWrit
0	 How I can connect more than 10 sensors to Arduino Uno R3? I calculated it and I can connect just 4 fire flame sensors sensors which can find a fire a candle for example and maybe 1 ultrasonic sensor. I need more for my project. I need an IR Sensor a fire flame sensor on every side and 1 ultrasonic sensor in front. Additionally I need to connect 2 DC motors 1 fan and 1 servo-motor for ultrasonic sensor. How can I solve this? I must buy Arduino Mega? 
0	 The resources I\ve found regarding the Command Line interface seem to be out of date so I was hoping to find someone with experience using it. I\m currently running Arduino 1.5.6-r2 BETA on Windows 8.1 looking to upload code to an Arduino Leonardo. I\m trying to create a scriptPowershell file that I can just use to upload code without user intervention. The actual upload part using Arduino CLI is just straight not working for me. If my understanding is correct I should have it already due to my version of the Arduino IDE but none of the functionality works so I\m doubting myself. Source: https://github.com/arduino/Arduino/blob/ide-1.5.x/build/shared/manpage.adoc This is the command I\m attempting to run from Windows Command Prompt: C:\\Program Files x86\\Arduino\\arduino.exe --board arduino:avr:leonardo --port COM3 --upload C:\\Users\\Dev\\Documents
0	 So Ive recently been playing around with my arduino uno and today it completely refuses to communicate with my computer at all. Ive tried using other cables switched OS Tried Windows 8.1 and Ubuntu 14.04 and tried on my laptop none of them recognise the device at all. From what Ive read this problem can be caused my a program on it with a Serial.println frequently used which I believe is the case here. The solution for this problem is according to other answers to hold the reset button while I upload an empty sketch to the arduino. However I cant do this since the computer doesnt communicate with the arduino at all. Any ideas what couldve gone wrong and how to fix it? EDIT: Alright the problem seems to have resolved itself... I have no idea what made it work I was frustrated and went to bed last night and today it works without an issue.. EDIT #2: Scratch that.. now I get this error when I try to upload a program to the arduino: <pre
0	 What documentation is available regarding the differences between the different Arduino platforms? For example I have some code written for an Arduino Teensy that I would like to run on an Arduino Mega. Is there documentation on the capabilities and equivalencies between each of the platforms? e.g. memory number of PWM outputs etc? 
0	 Im attempting to convert this Trinket demo for use on my Arduino Uno. Im able to play the basic Arduino tone melody example over pin 10 without any trouble so Im concluding that my wiring isnt the problem. Im wondering if perhaps Ive made a mistake with timing. The code compiles and uploads but Im not getting any sound. Any help would be appreciated. Please forgive the formatting. #define NOTE_B0 31 #define NOTE_C1 33 #define NOTE_CS1 35 #define NOTE_D1 37 #define NOTE_DS1 39 #define NOTE_E1 41 #define NOTE_F1 44 #define NOTE_FS1 46 #define NOTE_G1 49 #define NOTE_GS1 52 #define NOTE_A1 55 #define NOTE_AS1 58 #define NOTE_B1 62 #define NOTE_C2 65 #define NOTE_CS2 69 #define NOTE_D2 73 #define NOTE_DS2 78 #define NOTE_E2 82 #define NOTE_F2 87 #define NOTE_FS2 93 #define NOTE_G2 98 #define NOTE_GS2 104 #define NOTE_A2 110 #define NOTE_AS2 117 #d
0	 Ive never used Arduino but I know a few of its utilities. I want to input audio from a Jack cable analog and be able to send it via Bluetooth or Wi-Fi or USB to an Android Phone and being able to print the values from 0 to 1. Im looking for tutorials but I just find the way to make the input but not the output. Which one would you recommend me of Bluetooth Wi-Fi and USB? Thanks. 
0	 I have 3 LEDs connected to my arduino which are controlled via laptop key presses with processing. While the LEDs are able to light up when the respective buttons are pressed i am unable to light up all 3 LEDs simultaneously when i press all 3 keys at the same time. I am however able to light up 2 LEDs by pressing 2 buttons simultaneously. All the LEDs light up when their respective buttons are pressed so i know that it is not a defective LED and/or faulty connections/wiring at play but something else that is causing the issue. My processing code: import processing.serial.*;Serial myPort;void setup{ printlnThe available ports are: ; printlnSerial.list; myPort = new SerialthisSerial.list[0]9600; myPort.buffer64; size500 500;}void draw{ ifkeyPressed{ ifkey == \r\ || key == \R\{ myPort.write1; printlnred; } else ifkey == \y\ || key == \Y\{ myPort.write2; printlnyellow; }
